0|anth
0|20100
0|inka
0|aztec
0|states
0|intensive
0|examination
0|origins
0|structure
0|meaning
0|two
0|native
0|states
0|ancient
0|americas
0|inka
0|aztec
0|lectures
0|framed
0|around
0|examination
0|theories
0|state
0|genesis
0|function
0|transformation
0|special
0|reference
0|economic
0|institutional
0|symbolic
0|bases
0|indigenous
0|state
0|development
0|broadly
0|comparative
0|perspective
0|considers
0|structural
0|significance
0|institutional
0|features
0|either
0|common
0|unique
0|expressions
0|these
0|two
0|native
0|american
0|states
1|anth
1|20405
1|anthropology
1|disability
1|seminar
1|undertakes
1|explore
1|"""disability"""
1|anthropological
1|perspective
1|recognizes
1|it
1|socially
1|constructed
1|concept
1|implications
1|our
1|understanding
1|fundamental
1|issues
1|about
1|culture
1|society
1|individual
1|differences
1|explore
1|wide
1|range
1|theoretical
1|legal
1|ethical
1|policy
1|issues
1|they
1|relate
1|experiences
1|persons
1|disabilities
1|families
1|advocates
1|final
1|project
1|presentation
1|fieldwork
2|anth
2|20535
2|life
2|clean
2|energy
2|political
2|environmental
2|anthropology
2|focuses
2|renewable
2|energy
2|forms
2|(like
2|solar
2|wind
2|biofuel
2|geothermal)
2|have
2|become
2|increasingly
2|important
2|sites
2|political
2|activity
2|commercial
2|opportunity
2|imagination
2|across
2|world
2|against
2|backdrop
2|enduring
2|geopolitics
2|geoeconomics
2|petroleum
2|coal
2|nuclear
2|power
2|transnational
2|activist
2|governmental
2|discourse
2|sustainability
2|local
2|concerns
2|about
2|resource
2|entitlement
2|cultural
2|sovereignty
2|examine
2|clean
2|energy
2|forms
2|being
2|imagined
2|developed
2|institutionalized
2|contested
2|variety
2|places
2|across
2|world
2|each
2|case
2|explore
2|unique
2|life
2|emergent
2|technology
2|source
2|power
3|anth
3|20701
3|introduction
3|african
3|civilization
3|part
3|one
3|considers
3|literary
3|oral
3|archeological
3|sources
3|investigate
3|african
3|societies
3|states
3|early
3|iron
3|age
3|emergence
3|atlantic
3|world
3|case
3|studies
3|empires
3|ghana
3|mali
3|great
3|zimbabwe
3|treats
3|diffusion
3|islam
3|origins
3|effects
3|european
3|contact
3|trans-atlantic
3|slave
3|trade
4|anth
4|20702
4|introduction
4|african
4|civilization
4|part
4|two
4|takes
4|more
4|anthropological
4|focus
4|concentrating
4|eastern
4|southern
4|africa
4|including
4|madagascar
4|explore
4|various
4|aspects
4|colonial
4|postcolonial
4|society
4|covered
4|institution
4|colonial
4|rule
4|ethnicity
4|interethnic
4|violence
4|ritual
4|body
4|love
4|marriage
4|money
4|youth
4|popular
4|culture
5|anth
5|21015
5|media
5|culture
5|society
5|theoretical
5|ethnographic
5|overview
5|past
5|current
5|future
5|directions
5|anthropological
5|research
5|mass
5|media
5|study
5|issues
5|diverse
5|projects
5|media
5|representation
5|cultural
5|conservation
5|among
5|indigenous
5|peoples
5|relationship
5|mass
5|media
5|nationalism
5|across
5|world
5|life
5|journalism
5|news
5|making
5|era
5|new
5|technologies
5|ownership
5|consolidation
5|current
5|debates
5|over
5|role
5|mass
5|media
6|anth
6|21102
6|classical
6|readings
6|anthropology
6|history
6|theory
6|human
6|evolution
6|seminar
6|racial
6|sexual
6|class
6|bias
6|classic
6|theoretic
6|writings
6|autobiographies
6|biographies
6|darwin
6|huxley
6|haeckel
6|keith
6|osborn
6|jones
6|gregory
6|morton
6|broom
6|black
6|dart
6|weidenreich
6|robinson
6|leakey
6|legros-clark
6|schultz
6|straus
6|hooton
6|washburn
6|coon
6|dobzhansky
6|simpson
6|gould
7|anth
7|21107
7|classical
7|readings
7|anthropology
7|anthropological
7|theory
7|since
7|its
7|inception
7|academically
7|institutionalized
7|discipline
7|anthropology
7|has
7|always
7|addressed
7|relation
7|between
7|self-consciously
7|modernizing
7|west
7|its
7|various
7|changing
7|others
7|it
7|has
7|always
7|done
7|sufficient
7|critical
7|attention
7|its
7|own
7|concepts
7|categories—a
7|fact
7|has
7|led
7|since
7|least
7|1980s
7|considerable
7|debate
7|about
7|nature
7|anthropological
7|enterprise
7|its
7|epistemological
7|foundations
7|provides
7|brief
7|critical
7|introduction
7|history
7|anthropological
7|thought
7|over
7|discipline's
7|long
7|twentieth
7|century
7|form
7|1880s
7|present
7|although
7|focus
7|north
7|american
7|british
7|traditions
7|review
7|important
7|strains
7|french
7|lesser
7|extent
7|german
7|theory
7|chronicling
7|emergence
7|transformation
7|modern
7|anthropology
7|empirically
7|based
7|theoretically
7|informed
7|practice
7|knowledge
7|production
7|about
7|human
7|sociality
7|culture
8|anth
8|21201
8|intensive
8|study
8|culture
8|chicago
8|blues
8|anthropological
8|historical
8|exploration
8|one
8|most
8|original
8|influential
8|american
8|musical
8|genres
8|its
8|cultural
8|context
8|examine
8|transformations
8|cultural
8|meaning
8|blues
8|its
8|place
8|within
8|broader
8|american
8|cultural
8|currents
8|economic
8|situation
8|blues
8|musicians
8|political
8|economy
8|blues
8|within
8|wider
8|music
8|industry
9|anth
9|21217
9|intensive
9|study
9|culture
9|luo
9|kenya
9|overview
9|history
9|contemporary
9|culture
9|luo
9|nilotic-speaking
9|people
9|living
9|shores
9|lake
9|victoria
9|examine
9|migration
9|luo
9|into
9|region
9|history
9|encounter
9|british
9|colonialism
9|evolving
9|situation
9|within
9|postcolonial
9|kenyan
9|state
9|use
9|wide
9|variety
9|studies
9|luo
9|illuminate
9|transformations
9|nature
9|ethnographic
9|research
9|representations
10|anth
10|21225
10|intensive
10|study
10|culture
10|louisiana
10|louisiana
10|home
10|cajun
10|music
10|creole
10|food
10|yat
10|dialect
10|well
10|some
10|most
10|impressive
10|prehistoric
10|mound
10|sites
10|north
10|america
10|offers
10|archaeological
10|historical
10|ethnographic
10|introduction
10|louisiana's
10|complex
10|culture
10|focus
10|ways
10|race
10|ethnicity
10|identity
10|constructed
10|within
10|about
10|louisiana
11|anth
11|21230
11|intensive
11|study
11|culture
11|lowland
11|maya
11|history
11|ethnography
11|survey
11|encompasses
11|dynamics
11|first
11|contact;
11|long-term
11|cultural
11|accommodations
11|achieved
11|during
11|colonial
11|rule;
11|disruptions
11|introduced
11|state
11|market
11|forces
11|during
11|early
11|postcolonial
11|period;
11|status
11|indigenous
11|communities
11|twentieth
11|century;
11|new
11|economic
11|political
11|challenges
11|being
11|faced
11|contemporary
11|peoples
11|area
11|stress
11|variety
11|traditional
11|theoretical
11|concerns
11|broader
11|mesoamerican
11|region
11|stressed
11|(eg
11|validity
11|reconstructive
11|ethnography;
11|theories
11|agrarian
11|community
11|structure;
11|religious
11|revitalization
11|movements;
11|constitution
11|identity
11|categories
11|indigenous
11|mayan
11|yucatecan)
11|respect
11|can
11|serve
11|general
11|introduction
11|anthropology
11|region
11|relevance
11|these
11|area
11|patterns
11|general
11|anthropological
11|debates
11|about
11|nature
11|culture
11|history
11|identity
11|change
11|considered
12|anth
